Daily Observed Min/Max Temperature & Precipitation,,,,
,San Francisco CA - KSFO,,,
Date,Min,Max,Avg,Precip
1-Jan-09,44,50,47,-
2-Jan-09,45,57,51,0.03
3-Jan-09,36,52,44,-
4-Jan-09,33,50,41.5,-
5-Jan-09,44,48,46,0.02
6-Jan-09,45,53,49,-
7-Jan-09,46,52,49,-
8-Jan-09,43,53,48,-
9-Jan-09,40,58,49,-
10-Jan-09,44,62,53,-
11-Jan-09,39,57,48,-
12-Jan-09,47,70,58.5,-
13-Jan-09,49,72,60.5,-
14-Jan-09,45,64,54.5,-
15-Jan-09,44,68,56,-
16-Jan-09,46,64,55,-
17-Jan-09,43,60,51.5,-
18-Jan-09,44,66,55,-
19-Jan-09,43,67,55,-
20-Jan-09,44,65,54.5,-
21-Jan-09,51,56,53.5,0.12
22-Jan-09,51,58,54.5,0.33
23-Jan-09,52,55,53.5,0.18
24-Jan-09,49,55,52,-
25-Jan-09,45,55,50,-
26-Jan-09,40,54,47,-
27-Jan-09,40,54,47,-
28-Jan-09,39,59,49,-
29-Jan-09,42,66,54,-
30-Jan-09,42,62,52,-
31-Jan-09,41,60,50.5,-
1-Feb-09,41,66,53.5,-
2-Feb-09,42,65,53.5,-
3-Feb-09,45,67,56,-
4-Feb-09,43,63,53,-
5-Feb-09,51,58,54.5,0.15
6-Feb-09,51,55,53,0.16
7-Feb-09,49,61,55,-
8-Feb-09,44,56,50,0.2
9-Feb-09,43,52,47.5,-
10-Feb-09,39,52,45.5,0.08
11-Feb-09,43,55,49,0.1
12-Feb-09,45,52,48.5,-
13-Feb-09,44,53,48.5,0.54
14-Feb-09,42,54,48,0.03
15-Feb-09,46,51,48.5,2.09
16-Feb-09,46,55,50.5,0.71
17-Feb-09,48,54,51,0.48
18-Feb-09,42,58,50,-
19-Feb-09,42,64,53,-
20-Feb-09,45,62,53.5,-
21-Feb-09,48,61,54.5,-
22-Feb-09,53,58,55.5,1.02
23-Feb-09,54,59,56.5,0.14
24-Feb-09,50,60,55,0.1
25-Feb-09,50,61,55.5,0.01
26-Feb-09,48,58,53,0.04
27-Feb-09,47,56,51.5,-
28-Feb-09,48,61,54.5,-
1-Mar-09,54,63,58.5,0.28
2-Mar-09,54,60,57,0.71
3-Mar-09,48,59,53.5,0.57
4-Mar-09,44,55,49.5,0.06
5-Mar-09,47,56,51.5,0.19
6-Mar-09,48,56,52,-
7-Mar-09,43,60,51.5,-
8-Mar-09,47,56,51.5,-
9-Mar-09,43,54,48.5,-
10-Mar-09,38,57,47.5,-
11-Mar-09,40,60,50,-
12-Mar-09,43,59,51,-
13-Mar-09,47,57,52,-
14-Mar-09,48,53,50.5,-
15-Mar-09,50,59,54.5,0.04
16-Mar-09,53,64,58.5,0.02
17-Mar-09,52,63,57.5,-
18-Mar-09,48,68,58,-
19-Mar-09,52,65,58.5,-
20-Mar-09,50,58,54,-
21-Mar-09,48,56,52,0.16
22-Mar-09,45,53,49,0.1
23-Mar-09,41,57,49,-
24-Mar-09,42,62,52,-
25-Mar-09,45,64,54.5,-
26-Mar-09,50,63,56.5,-
27-Mar-09,50,73,61.5,-
28-Mar-09,49,69,59,-
29-Mar-09,48,60,54,-
30-Mar-09,49,64,56.5,-
31-Mar-09,45,68,56.5,-
1-Apr-09,49,62,55.5,-
2-Apr-09,48,59,53.5,-
3-Apr-09,45,57,51,-
4-Apr-09,41,65,53,-
5-Apr-09,43,75,59,-
6-Apr-09,48,75,61.5,-
7-Apr-09,51,61,56,0.23
8-Apr-09,51,60,55.5,0.03
9-Apr-09,50,56,53,0.01
10-Apr-09,48,59,53.5,-
11-Apr-09,47,60,53.5,-
12-Apr-09,50,61,55.5,-
13-Apr-09,48,61,54.5,-
14-Apr-09,45,54,49.5,-
15-Apr-09,41,57,49,-
16-Apr-09,45,59,52,-
17-Apr-09,46,68,57,-
18-Apr-09,47,71,59,-
19-Apr-09,52,86,69,-
20-Apr-09,59,91,75,-
21-Apr-09,62,86,74,-
22-Apr-09,53,69,61,-
23-Apr-09,50,64,57,-
24-Apr-09,48,58,53,-
25-Apr-09,47,57,52,-
26-Apr-09,48,62,55,-
27-Apr-09,48,56,52,-
28-Apr-09,47,58,52.5,-
29-Apr-09,48,60,54,-
30-Apr-09,47,63,55,-
1-May-09,51,61,56,0.2
2-May-09,56,63,59.5,0.04
3-May-09,53,65,59,-
4-May-09,52,70,61,0.02
5-May-09,57,71,64,0.1
6-May-09,55,73,64,-
7-May-09,50,68,59,-
8-May-09,51,71,61,-
9-May-09,50,65,57.5,-
10-May-09,50,65,57.5,-
11-May-09,50,63,56.5,-
12-May-09,49,63,56,-
13-May-09,49,67,58,-
14-May-09,52,67,59.5,-
15-May-09,52,64,58,-
16-May-09,53,89,71,-
17-May-09,54,93,73.5,-
18-May-09,51,66,58.5,-
19-May-09,52,65,58.5,-
20-May-09,50,64,57,-
21-May-09,46,67,56.5,-
22-May-09,50,67,58.5,-
23-May-09,50,56,53,-
24-May-09,49,54,51.5,-
25-May-09,49,63,56,-
26-May-09,49,70,59.5,-
27-May-09,52,68,60,-
28-May-09,51,70,60.5,-
29-May-09,54,70,62,-
30-May-09,53,68,60.5,-
31-May-09,53,63,58,-
1-Jun-09,53,65,59,-
2-Jun-09,52,67,59.5,0.01
3-Jun-09,54,68,61,-
4-Jun-09,56,67,61.5,-
5-Jun-09,57,70,63.5,-
6-Jun-09,55,69,62,-
7-Jun-09,57,68,62.5,-
8-Jun-09,56,65,60.5,-
9-Jun-09,57,66,61.5,-
10-Jun-09,57,66,61.5,0.03
11-Jun-09,57,69,63,-
12-Jun-09,57,66,61.5,-
13-Jun-09,58,69,63.5,-
14-Jun-09,58,69,63.5,-
15-Jun-09,58,66,62,-
16-Jun-09,57,65,61,-
17-Jun-09,58,66,62,-
18-Jun-09,56,75,65.5,-
19-Jun-09,55,70,62.5,-
20-Jun-09,53,65,59,-
21-Jun-09,53,68,60.5,-
22-Jun-09,53,81,67,-
23-Jun-09,54,77,65.5,-
24-Jun-09,53,73,63,-
25-Jun-09,55,75,65,-
26-Jun-09,54,72,63,-
27-Jun-09,53,87,70,-
28-Jun-09,59,81,70,-
29-Jun-09,55,69,62,-
30-Jun-09,56,74,65,-
1-Jul-09,57,73,65,-
2-Jul-09,56,71,63.5,-
3-Jul-09,55,67,61,-
4-Jul-09,55,73,64,-
5-Jul-09,56,65,60.5,-
6-Jul-09,56,68,62,-
7-Jul-09,56,67,61.5,-
8-Jul-09,56,71,63.5,-
9-Jul-09,53,67,60,-
10-Jul-09,54,68,61,-
11-Jul-09,54,70,62,-
12-Jul-09,53,70,61.5,-
13-Jul-09,53,87,70,-
14-Jul-09,58,88,73,-
15-Jul-09,53,70,61.5,-
16-Jul-09,51,69,60,-
17-Jul-09,52,71,61.5,-
18-Jul-09,54,73,63.5,-
19-Jul-09,54,74,64,-
20-Jul-09,55,66,60.5,-
21-Jul-09,54,64,59,-
22-Jul-09,54,64,59,-
23-Jul-09,54,66,60,-
24-Jul-09,47,67,57,-
25-Jul-09,53,67,60,-
26-Jul-09,53,72,62.5,-
27-Jul-09,52,69,60.5,-
28-Jul-09,56,67,61.5,-
29-Jul-09,58,71,64.5,-
30-Jul-09,57,68,62.5,-
31-Jul-09,56,68,62,-
1-Aug-09,56,69,62.5,-
2-Aug-09,57,68,62.5,-
3-Aug-09,57,70,63.5,-
4-Aug-09,58,73,65.5,-
5-Aug-09,59,72,65.5,-
6-Aug-09,60,71,65.5,-
7-Aug-09,59,69,64,-
8-Aug-09,57,76,66.5,-
9-Aug-09,57,85,71,-
10-Aug-09,59,87,73,-
11-Aug-09,58,74,66,-
12-Aug-09,57,84,70.5,-
13-Aug-09,58,76,67,-
14-Aug-09,57,68,62.5,-
15-Aug-09,55,79,67,-
16-Aug-09,55,75,65,-
17-Aug-09,55,68,61.5,-
18-Aug-09,56,68,62,-
19-Aug-09,57,73,65,-
20-Aug-09,56,72,64,-
21-Aug-09,57,79,68,-
22-Aug-09,58,68,63,-
23-Aug-09,55,68,61.5,-
24-Aug-09,53,69,61,-
25-Aug-09,54,71,62.5,-
26-Aug-09,53,70,61.5,-
27-Aug-09,53,89,71,-
28-Aug-09,61,95,78,-
29-Aug-09,58,90,74,-
30-Aug-09,56,66,61,-
31-Aug-09,56,69,62.5,-
1-Sep-09,57,74,65.5,-
2-Sep-09,61,89,75,-
3-Sep-09,57,82,69.5,-
4-Sep-09,56,69,62.5,-
5-Sep-09,58,75,66.5,-
6-Sep-09,58,70,64,-
7-Sep-09,57,72,64.5,-
8-Sep-09,54,72,63,-
9-Sep-09,54,68,61,-
10-Sep-09,55,85,70,-
11-Sep-09,55,81,68,-
12-Sep-09,59,68,63.5,-
13-Sep-09,60,71,65.5,0.27
14-Sep-09,60,72,66,-
15-Sep-09,57,77,67,-
16-Sep-09,58,74,66,-
17-Sep-09,59,78,68.5,-
18-Sep-09,62,93,77.5,-
19-Sep-09,59,76,67.5,-
20-Sep-09,57,81,69,-
21-Sep-09,56,76,66,-
22-Sep-09,56,80,68,-
23-Sep-09,57,66,61.5,-
24-Sep-09,55,67,61,-
25-Sep-09,54,73,63.5,-
26-Sep-09,54,89,71.5,-
27-Sep-09,59,85,72,-
28-Sep-09,57,65,61,-
29-Sep-09,54,66,60,-
30-Sep-09,51,70,60.5,-
1-Oct-09,52,79,65.5,-
2-Oct-09,54,76,65,-
3-Oct-09,52,64,58,-
4-Oct-09,50,62,56,-
5-Oct-09,47,70,58.5,-
6-Oct-09,49,74,61.5,-
7-Oct-09,52,71,61.5,-
8-Oct-09,51,65,58,-
9-Oct-09,52,65,58.5,-
10-Oct-09,52,62,57,-
11-Oct-09,51,62,56.5,-
12-Oct-09,57,67,62,-
13-Oct-09,59,66,62.5,3.43
14-Oct-09,63,73,68,0.04
15-Oct-09,64,72,68,-
16-Oct-09,58,77,67.5,-
17-Oct-09,56,75,65.5,-
18-Oct-09,57,64,60.5,-
19-Oct-09,58,67,62.5,0.3
20-Oct-09,56,66,61,-
21-Oct-09,57,67,62,-
22-Oct-09,56,70,63,-
23-Oct-09,55,74,64.5,-
24-Oct-09,56,73,64.5,-
25-Oct-09,53,79,66,-
26-Oct-09,57,69,63,-
27-Oct-09,53,65,59,-
28-Oct-09,53,64,58.5,-
29-Oct-09,50,68,59,-
30-Oct-09,51,72,61.5,-
31-Oct-09,52,69,60.5,-
1-Nov-09,52,74,63,-
2-Nov-09,55,80,67.5,-
3-Nov-09,54,73,63.5,-
4-Nov-09,53,67,60,-
5-Nov-09,58,67,62.5,-
6-Nov-09,55,67,61,0.01
7-Nov-09,51,64,57.5,-
8-Nov-09,49,66,57.5,-
9-Nov-09,46,64,55,-
10-Nov-09,52,63,57.5,-
11-Nov-09,54,64,59,-
12-Nov-09,51,63,57,-
13-Nov-09,47,60,53.5,-
14-Nov-09,49,63,56,-
15-Nov-09,44,64,54,-
16-Nov-09,44,62,53,-
17-Nov-09,44,65,54.5,-
18-Nov-09,46,60,53,-
19-Nov-09,42,59,50.5,-
20-Nov-09,46,60,53,0.18
21-Nov-09,45,57,51,-
22-Nov-09,47,61,54,-
23-Nov-09,43,63,53,-
24-Nov-09,48,66,57,-
25-Nov-09,46,69,57.5,-
26-Nov-09,45,61,53,-
27-Nov-09,50,57,53.5,0.01
28-Nov-09,48,66,57,-
29-Nov-09,48,70,59,-
30-Nov-09,45,62,53.5,-
1-Dec-09,44,60,52,-
2-Dec-09,40,54,47,-
3-Dec-09,44,56,50,-
4-Dec-09,45,53,49,-
5-Dec-09,43,54,48.5,-
6-Dec-09,39,51,45,0.32
7-Dec-09,38,46,42,0.48
8-Dec-09,33,48,40.5,-
9-Dec-09,36,46,41,-
10-Dec-09,43,48,45.5,0.18
11-Dec-09,43,55,49,0.42
12-Dec-09,51,58,54.5,0.49
13-Dec-09,51,55,53,0.19
14-Dec-09,48,55,51.5,-
15-Dec-09,48,57,52.5,-
16-Dec-09,51,56,53.5,0.05
17-Dec-09,50,59,54.5,-
18-Dec-09,48,61,54.5,-
19-Dec-09,48,56,52,-
20-Dec-09,47,59,53,-
21-Dec-09,48,58,53,0.15
22-Dec-09,46,54,50,-
23-Dec-09,40,54,47,-
24-Dec-09,40,58,49,-
25-Dec-09,40,55,47.5,-
26-Dec-09,41,53,47,0.65
27-Dec-09,46,54,50,-
28-Dec-09,44,52,48,0.01
29-Dec-09,38,53,45.5,0.06
30-Dec-09,49,54,51.5,-
31-Dec-09,49,56,52.5,-
1-Jan-10,50,57,53.5,-
2-Jan-10,49,55,52,-
3-Jan-10,46,55,50.5,-
4-Jan-10,46,54,50,-
5-Jan-10,42,61,51.5,-
6-Jan-10,46,54,50,-
7-Jan-10,47,53,50,-
8-Jan-10,47,54,50.5,-
9-Jan-10,44,54,49,-
10-Jan-10,45,52,48.5,-
11-Jan-10,47,56,51.5,-
12-Jan-10,53,62,57.5,0.35
13-Jan-10,51,60,55.5,0.01
14-Jan-10,45,59,52,-
15-Jan-10,46,54,50,-
16-Jan-10,46,57,51.5,0.01
17-Jan-10,51,56,53.5,0.09
18-Jan-10,51,58,54.5,0.7
19-Jan-10,50,58,54,1.52
20-Jan-10,49,55,52,1.12
21-Jan-10,43,51,47,1.01
22-Jan-10,44,49,46.5,0.28
23-Jan-10,45,54,49.5,0.25
24-Jan-10,43,54,48.5,0.01
25-Jan-10,50,57,53.5,0.29
26-Jan-10,47,53,50,0.12
27-Jan-10,43,54,48.5,-
28-Jan-10,46,56,51,-
29-Jan-10,46,60,53,0.17
30-Jan-10,44,58,51,-
31-Jan-10,47,55,51,-
1-Feb-10,47,58,52.5,-
2-Feb-10,47,56,51.5,-
3-Feb-10,44,60,52,-
4-Feb-10,50,59,54.5,0.37
5-Feb-10,47,62,54.5,-
6-Feb-10,50,57,53.5,0.19
7-Feb-10,50,57,53.5,-
8-Feb-10,48,55,51.5,0.04
9-Feb-10,47,56,51.5,0.18
10-Feb-10,46,57,51.5,-
11-Feb-10,46,59,52.5,-
12-Feb-10,52,62,57,0.02
13-Feb-10,52,61,56.5,-
14-Feb-10,48,60,54,-
15-Feb-10,48,62,55,-
16-Feb-10,50,65,57.5,-
17-Feb-10,47,65,56,-
18-Feb-10,50,58,54,-
19-Feb-10,50,57,53.5,-
20-Feb-10,50,56,53,-
21-Feb-10,50,56,53,0.4
22-Feb-10,49,60,54.5,-
23-Feb-10,49,56,52.5,0.64
24-Feb-10,52,57,54.5,0.05
25-Feb-10,50,63,56.5,-
26-Feb-10,52,61,56.5,0.54
27-Feb-10,50,59,54.5,0.14
28-Feb-10,47,62,54.5,-
1-Mar-10,51,59,55,-
2-Mar-10,51,58,54.5,0.48
3-Mar-10,45,57,51,0.86
4-Mar-10,41,56,48.5,-
5-Mar-10,44,57,50.5,-
6-Mar-10,50,64,57,-
7-Mar-10,52,59,55.5,-
8-Mar-10,46,56,51,0.03
9-Mar-10,40,55,47.5,0.03
10-Mar-10,46,56,51,0.06
11-Mar-10,44,59,51.5,-
12-Mar-10,48,58,53,0.64
13-Mar-10,42,57,49.5,-
14-Mar-10,42,63,52.5,-
15-Mar-10,44,67,55.5,-
16-Mar-10,50,67,58.5,-
17-Mar-10,52,71,61.5,-
18-Mar-10,48,73,60.5,-
19-Mar-10,53,78,65.5,-
20-Mar-10,50,63,56.5,-
21-Mar-10,49,63,56,-
22-Mar-10,50,64,57,-
23-Mar-10,48,71,59.5,-
24-Mar-10,47,62,54.5,0.04
25-Mar-10,49,60,54.5,0.04
26-Mar-10,47,62,54.5,-
27-Mar-10,45,69,57,-
28-Mar-10,49,70,59.5,-
29-Mar-10,54,63,58.5,0.04
30-Mar-10,49,61,55,0.14
31-Mar-10,45,58,51.5,0.39
1-Apr-10,45,58,51.5,-
2-Apr-10,48,59,53.5,0.08
3-Apr-10,45,57,51,-
4-Apr-10,48,56,52,0.53
5-Apr-10,46,58,52,0.02
6-Apr-10,44,62,53,-
7-Apr-10,46,69,57.5,-
8-Apr-10,48,61,54.5,-
9-Apr-10,45,69,57,-
10-Apr-10,53,59,56,-
11-Apr-10,49,56,52.5,0.84
12-Apr-10,49,59,54,0.56
13-Apr-10,50,60,55,-
14-Apr-10,48,60,54,-
15-Apr-10,47,66,56.5,-
16-Apr-10,50,69,59.5,-
17-Apr-10,53,67,60,-
18-Apr-10,48,76,62,-
19-Apr-10,50,66,58,-
20-Apr-10,49,60,54.5,0.44
21-Apr-10,49,57,53,0.04
22-Apr-10,48,65,56.5,-
23-Apr-10,48,67,57.5,-
24-Apr-10,47,63,55,-
25-Apr-10,48,76,62,-
26-Apr-10,51,64,57.5,-
27-Apr-10,52,62,57,0.09
28-Apr-10,49,58,53.5,0.09
29-Apr-10,48,60,54,-
30-Apr-10,47,64,55.5,-
1-May-10,48,65,56.5,-
2-May-10,49,69,59,-
3-May-10,50,68,59,-
4-May-10,48,70,59,-
5-May-10,49,63,56,-
6-May-10,47,69,58,-
7-May-10,50,63,56.5,-
8-May-10,50,63,56.5,-
9-May-10,53,62,57.5,0.01
10-May-10,48,59,53.5,0.12
11-May-10,45,63,54,-
12-May-10,49,64,56.5,-
13-May-10,50,65,57.5,-
14-May-10,51,62,56.5,-
15-May-10,50,64,57,-
16-May-10,50,60,55,-
17-May-10,52,59,55.5,0.06
18-May-10,53,66,59.5,0.01
19-May-10,51,65,58,-
20-May-10,50,65,57.5,-
21-May-10,50,61,55.5,-
22-May-10,48,61,54.5,-
23-May-10,47,63,55,-
24-May-10,52,65,58.5,-
25-May-10,55,61,58,0.07
26-May-10,53,67,60,-
27-May-10,53,63,58,0.42
28-May-10,51,64,57.5,-
29-May-10,52,74,63,-
30-May-10,53,76,64.5,-
31-May-10,55,67,61,-
1-Jun-10,53,66,59.5,-
2-Jun-10,55,71,63,-
3-Jun-10,61,74,67.5,-
4-Jun-10,62,76,69,-
5-Jun-10,60,80,70,-
6-Jun-10,57,74,65.5,-
7-Jun-10,55,64,59.5,-
8-Jun-10,54,62,58,-
9-Jun-10,56,65,60.5,-
10-Jun-10,54,67,60.5,-
11-Jun-10,53,73,63,-
12-Jun-10,59,88,73.5,-
13-Jun-10,56,82,69,-
14-Jun-10,54,67,60.5,-
15-Jun-10,52,62,57,-
16-Jun-10,50,71,60.5,-
17-Jun-10,52,70,61,-
18-Jun-10,53,62,57.5,-
19-Jun-10,54,63,58.5,-
20-Jun-10,52,68,60,-
21-Jun-10,53,71,62,-
22-Jun-10,53,67,60,-
23-Jun-10,53,65,59,-
24-Jun-10,53,60,56.5,-
25-Jun-10,55,67,61,-
26-Jun-10,55,67,61,-
27-Jun-10,53,81,67,-
28-Jun-10,58,76,67,-
29-Jun-10,57,71,64,-
30-Jun-10,55,66,60.5,-
1-Jul-10,53,66,59.5,-
2-Jul-10,54,69,61.5,-
3-Jul-10,54,79,66.5,-
4-Jul-10,55,79,67,-
5-Jul-10,55,72,63.5,-
6-Jul-10,57,72,64.5,-
7-Jul-10,56,73,64.5,-
8-Jul-10,56,66,61,-
9-Jul-10,55,67,61,-
10-Jul-10,55,69,62,-
11-Jul-10,58,70,64,-
12-Jul-10,58,76,67,-
13-Jul-10,59,72,65.5,-
14-Jul-10,59,74,66.5,-
15-Jul-10,59,74,66.5,-
16-Jul-10,57,70,63.5,-
17-Jul-10,56,70,63,-
18-Jul-10,56,68,62,-
19-Jul-10,56,65,60.5,-
20-Jul-10,52,69,60.5,-
21-Jul-10,53,65,59,-
22-Jul-10,55,70,62.5,-
23-Jul-10,56,68,62,-
24-Jul-10,56,68,62,-
25-Jul-10,55,68,61.5,-
26-Jul-10,56,72,64,-
27-Jul-10,57,71,64,-
28-Jul-10,57,69,63,-
29-Jul-10,54,67,60.5,-
30-Jul-10,55,65,60,-
31-Jul-10,56,68,62,-
1-Aug-10,54,69,61.5,-
2-Aug-10,53,67,60,-
3-Aug-10,55,68,61.5,-
4-Aug-10,54,66,60,-
5-Aug-10,54,69,61.5,-
6-Aug-10,54,70,62,-
7-Aug-10,55,71,63,-
8-Aug-10,56,70,63,-
9-Aug-10,55,69,62,-
10-Aug-10,55,72,63.5,-
11-Aug-10,56,63,59.5,-
12-Aug-10,54,69,61.5,-
13-Aug-10,54,68,61,-
14-Aug-10,56,67,61.5,-
15-Aug-10,56,66,61,-
16-Aug-10,54,66,60,-
17-Aug-10,56,70,63,-
18-Aug-10,57,70,63.5,-
19-Aug-10,55,72,63.5,-
20-Aug-10,55,70,62.5,-
21-Aug-10,56,65,60.5,-
22-Aug-10,56,74,65,-
23-Aug-10,57,92,74.5,-
24-Aug-10,64,99,81.5,-
25-Aug-10,62,85,73.5,-
26-Aug-10,57,69,63,-
27-Aug-10,57,68,62.5,-
28-Aug-10,56,67,61.5,-
29-Aug-10,55,70,62.5,-
30-Aug-10,55,69,62,-
31-Aug-10,57,79,68,-
1-Sep-10,58,92,75,-
2-Sep-10,59,87,73,-
3-Sep-10,57,74,65.5,-
4-Sep-10,56,67,61.5,-
5-Sep-10,56,77,66.5,-
6-Sep-10,57,91,74,-
7-Sep-10,58,70,64,-
8-Sep-10,59,68,63.5,-
9-Sep-10,58,74,66,-
10-Sep-10,56,81,68.5,-
11-Sep-10,57,84,70.5,-
12-Sep-10,56,69,62.5,-
13-Sep-10,57,69,63,-
14-Sep-10,56,69,62.5,-
15-Sep-10,57,69,63,-
16-Sep-10,60,76,68,-
17-Sep-10,64,74,69,-
18-Sep-10,64,77,70.5,0.01
19-Sep-10,63,74,68.5,-
20-Sep-10,60,76,68,-
21-Sep-10,61,69,65,-
22-Sep-10,60,69,64.5,-
23-Sep-10,57,77,67,-
24-Sep-10,59,88,73.5,-
25-Sep-10,59,90,74.5,-
26-Sep-10,58,87,72.5,-
27-Sep-10,60,96,78,-
28-Sep-10,67,95,81,-
29-Sep-10,60,85,72.5,-
30-Sep-10,58,71,64.5,-
1-Oct-10,60,69,64.5,-
2-Oct-10,59,70,64.5,-
3-Oct-10,59,71,65,-
4-Oct-10,60,69,64.5,-
5-Oct-10,57,75,66,-
6-Oct-10,61,76,68.5,-
7-Oct-10,58,72,65,-
8-Oct-10,57,76,66.5,-
9-Oct-10,57,79,68,-
10-Oct-10,60,76,68,-
11-Oct-10,60,88,74,-
12-Oct-10,66,94,80,-
13-Oct-10,66,92,79,-
14-Oct-10,64,86,75,-
15-Oct-10,59,76,67.5,-
16-Oct-10,57,65,61,-
17-Oct-10,58,60,59,0.05
18-Oct-10,54,67,60.5,-
19-Oct-10,54,73,63.5,-
20-Oct-10,54,68,61,-
21-Oct-10,62,71,66.5,0.01
22-Oct-10,56,66,61,-
23-Oct-10,55,68,61.5,0.26
24-Oct-10,62,70,66,0.38
25-Oct-10,58,68,63,-
26-Oct-10,55,68,61.5,-
27-Oct-10,52,66,59,-
28-Oct-10,51,73,62,-
29-Oct-10,55,63,59,0.08
30-Oct-10,52,63,57.5,0.06
31-Oct-10,51,66,58.5,-
1-Nov-10,51,72,61.5,-
2-Nov-10,53,73,63,-
3-Nov-10,55,75,65,-
4-Nov-10,58,77,67.5,-
5-Nov-10,54,66,60,-
6-Nov-10,54,68,61,-
7-Nov-10,54,61,57.5,0.39
8-Nov-10,50,60,55,-
9-Nov-10,46,61,53.5,-
10-Nov-10,52,61,56.5,0.02
11-Nov-10,49,66,57.5,-
12-Nov-10,45,66,55.5,-
13-Nov-10,47,71,59,-
14-Nov-10,52,77,64.5,-
15-Nov-10,58,78,68,-
16-Nov-10,53,69,61,-
17-Nov-10,47,66,56.5,-
18-Nov-10,46,59,52.5,-
19-Nov-10,46,56,51,0.39
20-Nov-10,45,55,50,0.76
21-Nov-10,44,55,49.5,0.17
22-Nov-10,48,57,52.5,-
23-Nov-10,43,54,48.5,0.24
24-Nov-10,38,50,44,-
25-Nov-10,37,52,44.5,-
26-Nov-10,37,53,45,-
27-Nov-10,47,54,50.5,0.44
28-Nov-10,42,53,47.5,-
29-Nov-10,38,54,46,-
30-Nov-10,39,52,45.5,-
1-Dec-10,39,54,46.5,-
2-Dec-10,44,53,48.5,-
3-Dec-10,50,54,52,-
4-Dec-10,50,59,54.5,0.02
5-Dec-10,50,61,55.5,0.39
6-Dec-10,50,62,56,0.03
7-Dec-10,45,59,52,-
8-Dec-10,50,57,53.5,0.82
9-Dec-10,54,59,56.5,-
10-Dec-10,55,60,57.5,-
11-Dec-10,52,60,56,-
12-Dec-10,51,58,54.5,-
13-Dec-10,53,57,55,-
14-Dec-10,52,60,56,0.18
15-Dec-10,43,55,49,-
16-Dec-10,40,53,46.5,0.04
17-Dec-10,48,57,52.5,0.71
18-Dec-10,55,61,58,0.31
19-Dec-10,51,59,55,1.56
20-Dec-10,48,54,51,-
21-Dec-10,47,58,52.5,0.14
22-Dec-10,50,55,52.5,0.16
23-Dec-10,42,54,48,-
24-Dec-10,41,59,50,-
25-Dec-10,47,56,51.5,0.82
26-Dec-10,46,58,52,-
27-Dec-10,45,54,49.5,-
28-Dec-10,49,57,53,0.92
29-Dec-10,44,57,50.5,0.07
30-Dec-10,41,52,46.5,-
31-Dec-10,38,49,43.5,-
1-Jan-11,47,52,49.5,0.08
2-Jan-11,48,51,49.5,0.41
3-Jan-11,45,53,49,-
4-Jan-11,39,53,46,-
5-Jan-11,38,55,46.5,-
6-Jan-11,37,52,44.5,-
7-Jan-11,39,47,43,-
8-Jan-11,43,49,46,-
9-Jan-11,39,48,43.5,-
10-Jan-11,36,49,42.5,-
11-Jan-11,43,49,46,0.04
12-Jan-11,48,55,51.5,-
13-Jan-11,45,56,50.5,0.15
14-Jan-11,50,60,55,-
15-Jan-11,47,63,55,-
16-Jan-11,47,57,52,-
17-Jan-11,48,57,52.5,-
18-Jan-11,46,59,52.5,-
19-Jan-11,49,61,55,-
20-Jan-11,45,63,54,-
21-Jan-11,43,60,51.5,-
22-Jan-11,44,67,55.5,-
23-Jan-11,47,63,55,-
24-Jan-11,43,63,53,-
25-Jan-11,44,68,56,-
26-Jan-11,46,65,55.5,-
27-Jan-11,44,62,53,-
28-Jan-11,46,53,49.5,-
29-Jan-11,50,56,53,0.13
30-Jan-11,46,57,51.5,0.18
31-Jan-11,41,56,48.5,-
1-Feb-11,45,63,54,-
2-Feb-11,48,62,55,-
3-Feb-11,41,60,50.5,-
4-Feb-11,42,65,53.5,-
5-Feb-11,46,73,59.5,-
6-Feb-11,55,72,63.5,-
7-Feb-11,48,66,57,-
8-Feb-11,50,60,55,-
9-Feb-11,42,60,51,-
10-Feb-11,40,64,52,-
11-Feb-11,42,64,53,-
12-Feb-11,43,67,55,-
13-Feb-11,43,57,50,-
14-Feb-11,50,58,54,0.09
15-Feb-11,52,61,56.5,0.45
16-Feb-11,43,54,48.5,0.88
17-Feb-11,44,51,47.5,0.79
18-Feb-11,39,47,43,0.89
19-Feb-11,40,45,42.5,0.83
20-Feb-11,37,53,45,-
21-Feb-11,39,52,45.5,-
22-Feb-11,39,56,47.5,-
23-Feb-11,41,53,47,-
24-Feb-11,45,52,48.5,0.37
25-Feb-11,39,53,46,0.59
26-Feb-11,35,49,42,-
27-Feb-11,36,55,45.5,-
28-Feb-11,39,57,48,-
1-Mar-11,40,59,49.5,0.01
2-Mar-11,49,58,53.5,0.12
3-Mar-11,50,61,55.5,-
4-Mar-11,44,61,52.5,-
5-Mar-11,46,64,55,0.05
6-Mar-11,52,59,55.5,0.45
7-Mar-11,49,56,52.5,-
8-Mar-11,50,59,54.5,-
9-Mar-11,47,61,54,-
10-Mar-11,46,60,53,0.01
11-Mar-11,45,57,51,-
12-Mar-11,45,61,53,-
13-Mar-11,51,64,57.5,0.15
14-Mar-11,54,60,57,0.15
15-Mar-11,54,61,57.5,0.22
16-Mar-11,48,58,53,0.02
17-Mar-11,42,59,50.5,-
18-Mar-11,47,56,51.5,0.72
19-Mar-11,45,53,49,0.88
20-Mar-11,47,57,52,0.06
