Daily Observed Min/Max Temperature & Precipitation,,,,
,Phoenix AZ - KPHX,,,
Date,Min,Max,Avg,Precip
24-Jun-19,75,103,89,-
25-Jun-19,76,105,90.5,-
26-Jun-19,78,104,91,-
27-Jun-19,79,104,91.5,-
28-Jun-19,80,110,95,-
29-Jun-19,86,111,98.5,-
30-Jun-19,89,110,99.5,-
1-Jul-19,87,110,98.5,-
2-Jul-19,84,108,96,-
3-Jul-19,82,108,95,-
4-Jul-19,78,107,92.5,-
5-Jul-19,79,105,92,-
6-Jul-19,81,106,93.5,-
7-Jul-19,86,109,97.5,-
8-Jul-19,76,105,90.5,-
9-Jul-19,76,105,90.5,-
10-Jul-19,84,111,97.5,-
11-Jul-19,90,114,102,-
12-Jul-19,91,112,101.5,-
13-Jul-19,92,110,101,-
14-Jul-19,92,109,100.5,-
15-Jul-19,89,114,101.5,-
16-Jul-19,89,115,102,-
17-Jul-19,90,106,98,-
18-Jul-19,86,107,96.5,-
19-Jul-19,86,108,97,-
20-Jul-19,84,108,96,-
21-Jul-19,86,109,97.5,-
22-Jul-19,81,104,92.5,-
23-Jul-19,83,107,95,-
24-Jul-19,80,102,91,0.01
25-Jul-19,88,108,98,-
26-Jul-19,90,110,100,-
27-Jul-19,93,113,103,-
28-Jul-19,92,111,101.5,-
29-Jul-19,92,110,101,-
30-Jul-19,76,107,91.5,0.11
31-Jul-19,76,97,86.5,0.02
1-Aug-19,83,105,94,-
2-Aug-19,90,110,100,-
3-Aug-19,83,114,98.5,0.1
4-Aug-19,86,111,98.5,-
5-Aug-19,89,115,102,-
6-Aug-19,89,102,95.5,-
7-Aug-19,88,107,97.5,-
8-Aug-19,86,108,97,-
9-Aug-19,89,101,95,-
10-Aug-19,86,103,94.5,-
11-Aug-19,83,105,94,-
12-Aug-19,89,106,97.5,-
13-Aug-19,83,110,96.5,-
14-Aug-19,83,114,98.5,-
15-Aug-19,85,114,99.5,-
16-Aug-19,85,111,98,-
17-Aug-19,86,108,97,-
18-Aug-19,84,105,94.5,-
19-Aug-19,81,109,95,-
20-Aug-19,83,113,98,-
21-Aug-19,85,114,99.5,-
22-Aug-19,85,110,97.5,-
23-Aug-19,86,105,95.5,-
24-Aug-19,85,102,93.5,-
25-Aug-19,85,103,94,-
26-Aug-19,88,107,97.5,-
27-Aug-19,91,111,101,-
28-Aug-19,79,109,94,0.14
29-Aug-19,80,106,93,-
30-Aug-19,86,109,97.5,-
31-Aug-19,86,107,96.5,-
1-Sep-19,86,108,97,-
2-Sep-19,85,106,95.5,-
3-Sep-19,86,109,97.5,-
4-Sep-19,88,112,100,-
5-Sep-19,89,110,99.5,-
6-Sep-19,89,108,98.5,-
7-Sep-19,90,109,99.5,-
8-Sep-19,86,103,94.5,-
9-Sep-19,82,100,91,-
10-Sep-19,83,100,91.5,-
11-Sep-19,81,98,89.5,-
12-Sep-19,80,102,91,-
13-Sep-19,79,106,92.5,-
14-Sep-19,83,104,93.5,-
15-Sep-19,81,99,90,-
16-Sep-19,77,99,88,0.02
17-Sep-19,76,98,87,-
18-Sep-19,80,103,91.5,-
19-Sep-19,79,102,90.5,-
20-Sep-19,73,97,85,-
21-Sep-19,70,96,83,-
22-Sep-19,72,98,85,-
23-Sep-19,69,90,79.5,0.17
24-Sep-19,68,88,78,0.01
25-Sep-19,73,89,81,-
26-Sep-19,72,89,80.5,0.05
27-Sep-19,71,87,79,-
28-Sep-19,71,94,82.5,-
29-Sep-19,74,91,82.5,-
30-Sep-19,68,91,79.5,-
1-Oct-19,65,91,78,-
2-Oct-19,66,91,78.5,-
3-Oct-19,68,96,82,-
4-Oct-19,73,95,84,-
5-Oct-19,70,95,82.5,-
6-Oct-19,67,96,81.5,-
7-Oct-19,67,98,82.5,-
8-Oct-19,69,97,83,-
9-Oct-19,67,94,80.5,-
10-Oct-19,67,88,77.5,-
11-Oct-19,63,87,75,-
12-Oct-19,64,90,77,-
13-Oct-19,64,93,78.5,-
14-Oct-19,65,89,77,-
15-Oct-19,68,93,80.5,-
16-Oct-19,67,98,82.5,-
17-Oct-19,71,96,83.5,-
18-Oct-19,68,85,76.5,-
19-Oct-19,60,86,73,-
20-Oct-19,58,87,72.5,-
21-Oct-19,59,86,72.5,-
22-Oct-19,59,90,74.5,-
23-Oct-19,62,91,76.5,-
24-Oct-19,60,85,72.5,-
25-Oct-19,66,84,75,-
26-Oct-19,57,85,71,-
27-Oct-19,57,88,72.5,-
28-Oct-19,56,75,65.5,-
29-Oct-19,48,75,61.5,-
30-Oct-19,53,70,61.5,-
31-Oct-19,43,76,59.5,-
1-Nov-19,46,81,63.5,-
2-Nov-19,53,88,70.5,-
3-Nov-19,60,86,73,-
4-Nov-19,57,86,71.5,-
5-Nov-19,58,89,73.5,-
6-Nov-19,64,86,75,-
7-Nov-19,62,87,74.5,-
8-Nov-19,63,88,75.5,-
9-Nov-19,61,85,73,-
10-Nov-19,61,87,74,-
11-Nov-19,62,87,74.5,-
12-Nov-19,62,82,72,-
13-Nov-19,58,79,68.5,-
14-Nov-19,57,81,69,-
15-Nov-19,58,84,71,-
16-Nov-19,58,81,69.5,-
17-Nov-19,55,85,70,-
18-Nov-19,56,85,70.5,-
19-Nov-19,58,76,67,0.35
20-Nov-19,56,69,62.5,0.31
21-Nov-19,53,62,57.5,0.18
22-Nov-19,51,66,58.5,-
23-Nov-19,49,72,60.5,-
24-Nov-19,50,73,61.5,-
25-Nov-19,49,68,58.5,-
26-Nov-19,46,61,53.5,-
27-Nov-19,44,68,56,-
28-Nov-19,57,70,63.5,0.01
29-Nov-19,46,62,54,0.7
30-Nov-19,43,59,51,-
1-Dec-19,42,68,55,-
2-Dec-19,46,70,58,-
3-Dec-19,47,67,57,-
4-Dec-19,56,75,65.5,-
5-Dec-19,54,71,62.5,-
6-Dec-19,53,72,62.5,-
7-Dec-19,51,71,61,0.1
8-Dec-19,57,63,60,0.01
9-Dec-19,52,67,59.5,0.01
10-Dec-19,47,69,58,-
11-Dec-19,48,70,59,-
12-Dec-19,47,69,58,-
13-Dec-19,48,69,58.5,-
14-Dec-19,49,71,60,-
15-Dec-19,48,66,57,-
16-Dec-19,42,62,52,-
17-Dec-19,38,62,50,-
18-Dec-19,49,67,58,-
19-Dec-19,40,65,52.5,-
20-Dec-19,40,69,54.5,-
21-Dec-19,45,73,59,-
22-Dec-19,52,72,62,-
23-Dec-19,54,64,59,0.02
24-Dec-19,52,59,55.5,0.11
25-Dec-19,46,57,51.5,0.22
26-Dec-19,44,61,52.5,0.13
27-Dec-19,46,51,48.5,0.1
28-Dec-19,41,55,48,-
29-Dec-19,35,53,44,-
30-Dec-19,39,56,47.5,-
31-Dec-19,45,59,52,-
1-Jan-20,40,60,50,-
2-Jan-20,41,64,52.5,-
3-Jan-20,41,64,52.5,-
4-Jan-20,41,68,54.5,-
5-Jan-20,42,70,56,-
6-Jan-20,41,71,56,-
7-Jan-20,43,73,58,-
8-Jan-20,45,68,56.5,-
9-Jan-20,46,64,55,-
10-Jan-20,43,64,53.5,-
11-Jan-20,40,63,51.5,-
12-Jan-20,38,65,51.5,-
13-Jan-20,41,69,55,-
14-Jan-20,42,70,56,-
15-Jan-20,47,69,58,-
16-Jan-20,51,66,58.5,-
17-Jan-20,45,65,55,-
18-Jan-20,42,70,56,-
19-Jan-20,44,76,60,-
20-Jan-20,55,74,64.5,-
21-Jan-20,53,64,58.5,0.19
22-Jan-20,51,64,57.5,-
23-Jan-20,47,71,59,-
24-Jan-20,48,73,60.5,-
25-Jan-20,48,73,60.5,-
26-Jan-20,49,73,61,-
27-Jan-20,51,74,62.5,-
28-Jan-20,46,72,59,-
29-Jan-20,47,67,57,-
30-Jan-20,45,70,57.5,-
31-Jan-20,44,73,58.5,-
1-Feb-20,46,78,62,-
2-Feb-20,49,79,64,-
3-Feb-20,45,65,55,-
4-Feb-20,35,55,45,-
5-Feb-20,35,55,45,-
6-Feb-20,36,61,48.5,-
7-Feb-20,41,67,54,-
8-Feb-20,44,72,58,-
9-Feb-20,47,76,61.5,-
10-Feb-20,52,72,62,0.04
11-Feb-20,47,60,53.5,0.26
12-Feb-20,43,64,53.5,-
13-Feb-20,43,68,55.5,-
14-Feb-20,48,72,60,-
15-Feb-20,46,73,59.5,-
16-Feb-20,46,74,60,-
17-Feb-20,49,76,62.5,-
18-Feb-20,51,79,65,-
19-Feb-20,53,79,66,-
20-Feb-20,51,82,66.5,-
21-Feb-20,62,77,69.5,-
22-Feb-20,56,69,62.5,1.04
23-Feb-20,49,64,56.5,-
24-Feb-20,49,71,60,-
25-Feb-20,47,68,57.5,-
26-Feb-20,46,67,56.5,-
27-Feb-20,45,77,61,-
28-Feb-20,51,77,64,-
29-Feb-20,51,79,65,-
1-Mar-20,53,77,65,-
2-Mar-20,50,70,60,-
3-Mar-20,52,76,64,-
4-Mar-20,51,75,63,-
5-Mar-20,54,84,69,-
6-Mar-20,59,86,72.5,-
7-Mar-20,60,85,72.5,-
8-Mar-20,61,75,68,-
9-Mar-20,55,79,67,-
10-Mar-20,60,73,66.5,0.28
11-Mar-20,61,66,63.5,0.67
12-Mar-20,57,71,64,0.38
13-Mar-20,53,66,59.5,0.25
14-Mar-20,50,73,61.5,-
15-Mar-20,53,77,65,-
16-Mar-20,53,78,65.5,-
17-Mar-20,58,75,66.5,-
18-Mar-20,50,69,59.5,0.15
19-Mar-20,49,65,57,0.01
20-Mar-20,48,71,59.5,-
21-Mar-20,52,75,63.5,-
22-Mar-20,55,73,64,-
23-Mar-20,59,77,68,-
24-Mar-20,55,77,66,-
25-Mar-20,55,77,66,-
26-Mar-20,59,70,64.5,-
27-Mar-20,52,66,59,-
28-Mar-20,47,71,59,-
29-Mar-20,53,77,65,-
30-Mar-20,53,77,65,-
31-Mar-20,55,79,67,-
1-Apr-20,60,85,72.5,-
2-Apr-20,57,85,71,-
3-Apr-20,57,84,70.5,-
4-Apr-20,57,84,70.5,-
5-Apr-20,58,86,72,-
6-Apr-20,58,85,71.5,-
7-Apr-20,56,84,70,-
8-Apr-20,58,83,70.5,-
9-Apr-20,54,74,64,-
10-Apr-20,53,79,66,-
11-Apr-20,57,71,64,0.08
12-Apr-20,52,77,64.5,-
13-Apr-20,59,78,68.5,-
14-Apr-20,59,80,69.5,-
15-Apr-20,55,83,69,-
16-Apr-20,56,86,71,-
17-Apr-20,58,89,73.5,-
18-Apr-20,58,80,69,-
19-Apr-20,59,83,71,-
20-Apr-20,62,87,74.5,-
21-Apr-20,63,83,73,-
22-Apr-20,61,91,76,-
23-Apr-20,65,97,81,-
24-Apr-20,69,98,83.5,-
25-Apr-20,70,99,84.5,-
26-Apr-20,71,102,86.5,-
27-Apr-20,73,102,87.5,-
28-Apr-20,69,101,85,-
29-Apr-20,73,104,88.5,-
30-Apr-20,75,101,88,-
1-May-20,69,101,85,-
2-May-20,71,99,85,-
3-May-20,70,97,83.5,-
4-May-20,69,99,84,-
5-May-20,71,103,87,-
6-May-20,74,106,90,-
7-May-20,72,106,89,-
8-May-20,74,104,89,-
9-May-20,77,101,89,-
10-May-20,81,100,90.5,-
11-May-20,76,100,88,-
12-May-20,73,96,84.5,-
13-May-20,70,91,80.5,-
14-May-20,69,91,80,-
15-May-20,69,94,81.5,-
16-May-20,71,98,84.5,-
17-May-20,74,102,88,-
18-May-20,73,101,87,-
19-May-20,72,91,81.5,-
20-May-20,63,86,74.5,-
21-May-20,64,92,78,-
22-May-20,66,96,81,-
23-May-20,70,95,82.5,-
24-May-20,71,95,83,-
25-May-20,70,97,83.5,-
26-May-20,72,103,87.5,-
27-May-20,74,107,90.5,-
28-May-20,79,109,94,-
29-May-20,82,112,97,-
30-May-20,84,111,97.5,-
31-May-20,83,107,95,-
1-Jun-20,82,105,93.5,-
2-Jun-20,87,107,97,-
3-Jun-20,85,110,97.5,-
4-Jun-20,84,112,98,-
5-Jun-20,85,107,96,-
6-Jun-20,74,93,83.5,-
7-Jun-20,76,97,86.5,-
8-Jun-20,75,90,82.5,-
9-Jun-20,74,94,84,-
10-Jun-20,72,105,88.5,-
11-Jun-20,75,108,91.5,-
12-Jun-20,80,110,95,-
13-Jun-20,79,106,92.5,-
14-Jun-20,74,107,90.5,-
15-Jun-20,77,106,91.5,-
16-Jun-20,77,106,91.5,-
17-Jun-20,76,104,90,-
